user_id,country,plan_type,acquisition_channel,signup_date,tenure_days,sessions_last_30d,projects_created,team_size,support_tickets_last_90d,nps_score,monthly_spend,churn_probability,is_churned
U00096,NL,free,partner,2024-12-11,21,3,3,3,0,24,0.0,0.3600993288974284,0
U00097,IT,pro,organic,2024-11-23,39,2,0,3,0,32,59.11,0.25953960015440247,0
U00098,IT,pro,organic,2024-01-10,357,5,1,1,2,27,59.23,0.187375646985282,1
U00099,NL,free,organic,2024-12-10,22,6,1,1,3,-4,0.0,0.5014923508599347,1
U00100,FR,free,ads,2024-05-09,237,2,0,2,0,15,0.0,0.27566735741027115,1
U00101,CH,enterprise,ads,2024-05-16,230,15,1,10,0,38,152.55,0.09521424078150122,0
U00102,TR,free,referral,2024-03-04,303,5,1,2,1,11,0.0,0.26796883934127047,1
U00103,IT,free,ads,2024-05-19,227,4,0,1,1,3,0.0,0.3181958980430446,0
U00104,DE,free,ads,2024-03-22,285,2,3,3,1,20,0.0,0.2819934867869578,0
U00105,TR,pro,organic,2024-06-12,203,2,3,2,0,31,43.82,0.20225589541718395,0
U00106,DE,pro,referral,2024-10-16,77,6,3,20,0,38,49.97,0.22042569321622435,0
U00107,CH,enterprise,referral,2024-09-18,105,22,3,20,0,49,184.41,0.09084957624121602,0
U00108,NL,free,ads,2024-08-19,135,11,3,5,2,16,0.0,0.338524185775627,0
U00109,SE,free,organic,2024-02-11,325,1,3,10,0,43,0.0,0.21439556628215653,0
U00110,IT,free,organic,2024-01-29,338,1,1,2,1,10,0.0,0.27638649969446394,0
U00111,US,pro,organic,2024-05-15,231,5,4,3,0,19,35.51,0.19302645259035994,0
U00112,TR,free,organic,2024-07-20,165,11,0,20,0,22,0.0,0.24881083720178662,0
U00113,NL,free,ads,2024-11-24,38,0,1,2,1,20,0.0,0.4166305015435669,0
U00114,IT,pro,partner,2024-09-25,98,9,2,20,2,48,55.16,0.24400958888784863,1
U00115,DE,free,organic,2024-02-03,333,9,0,2,1,13,0.0,0.23220300661050844,1
U00116,DE,free,organic,2024-02-18,318,3,4,4,0,5,0.0,0.24751833734101947,1
U00117,IT,pro,organic,2024-03-03,304,24,2,5,2,20,35.76,0.14168686512059975,0
U00118,IT,free,ads,2024-08-04,150,2,5,4,0,25,0.0,0.30251062180965443,0
U00119,FR,free,organic,2024-10-20,73,2,1,2,0,19,0.0,0.347373646929092,1
U00120,US,free,ads,2024-04-09,267,4,2,10,0,34,0.0,0.2310462313168886,0
U00121,IT,free,ads,2024-06-21,194,2,3,2,1,26,0.0,0.31623198820686244,0
U00122,TR,free,organic,2024-12-26,6,15,5,3,0,6,0.0,0.31568380713431105,0
U00123,DE,pro,referral,2024-08-02,152,9,1,2,0,30,61.36,0.18444804423869873,0
U00124,NL,free,ads,2024-02-05,331,13,1,3,3,0,0.0,0.29040784986349244,1
U00125,NL,enterprise,organic,2024-08-15,139,4,0,3,2,36,166.39,0.19431379499489607,0
U00126,SE,free,organic,2024-04-11,265,1,1,2,0,-3,0.0,0.2908779685067271,0
U00127,NL,free,organic,2024-05-11,235,8,1,5,0,-5,0.0,0.26668961180297435,0
U00128,DE,free,ads,2024-09-14,109,2,4,2,0,46,0.0,0.294940640134045,1
U00129,DE,pro,organic,2024-01-06,361,5,1,3,0,24,53.51,0.1442790265953612,1
U00130,TR,free,ads,2024-08-06,148,6,2,10,1,21,0.0,0.32005300162337186,0
U00131,NL,pro,referral,2024-09-12,111,8,1,3,1,45,40.11,0.2225993512981802,1
U00132,DE,pro,organic,2024-12-25,7,6,5,10,2,35,58.91,0.31524446472596646,0
U00133,DE,enterprise,referral,2024-10-10,83,3,2,3,1,24,229.55,0.1842289178382932,0
U00134,FR,pro,ads,2024-07-26,159,2,4,20,0,63,52.99,0.1845914113120657,0
U00135,DE,free,referral,2024-01-16,351,6,4,1,2,9,0.0,0.2769196203817281,1
U00136,CH,pro,ads,2024-12-12,20,2,3,5,2,34,40.19,0.34325843095070013,0
U00137,US,enterprise,referral,2024-02-12,324,21,2,5,0,39,171.75,0.06473502531439525,0
U00138,IT,enterprise,organic,2024-06-28,187,26,2,4,1,43,254.43,0.07385379425514436,0
U00139,DE,free,organic,2024-03-04,303,2,2,2,1,34,0.0,0.25768290579360154,0
U00140,FR,pro,ads,2024-12-18,14,4,3,4,1,25,47.27,0.30605778962429125,0
U00141,US,free,ads,2024-08-19,135,14,4,4,3,9,0.0,0.3667657859736035,0
U00142,SE,free,organic,2024-08-29,125,4,2,1,0,27,0.0,0.29960486867324193,1
U00143,IT,pro,organic,2024-02-22,314,14,3,10,1,31,43.86,0.14324750056423302,0
U00144,DE,enterprise,organic,2024-04-06,270,19,2,3,3,50,153.13,0.11654438510629407,0
U00145,US,free,ads,2024-08-10,144,3,0,1,2,23,0.0,0.3763220542565561,0
U00146,TR,pro,ads,2024-08-19,135,9,3,3,1,22,59.35,0.22606166454132623,1
U00147,IT,free,referral,2024-08-25,129,5,3,2,0,10,0.0,0.31340481889068605,1
U00148,FR,free,referral,2024-05-23,223,2,9,2,1,21,0.0,0.30902013334523876,0
U00149,IT,free,ads,2024-06-20,195,10,2,20,0,24,0.0,0.23968338505420075,0
U00150,IT,free,organic,2024-01-30,337,1,0,4,0,18,0.0,0.23596465555961327,0
U00151,DE,pro,referral,2024-02-06,330,5,2,2,0,50,47.16,0.1351730823076554,1
U00152,CH,free,referral,2024-01-14,353,4,3,4,1,14,0.0,0.2489463764997093,0
U00153,CH,free,ads,2024-06-09,206,4,6,10,2,18,0.0,0.3453864525137206,1
U00154,TR,free,referral,2024-11-23,39,14,1,2,0,10,0.0,0.3011756319625922,1
U00155,US,free,organic,2024-07-06,179,8,3,20,1,16,0.0,0.29983636057859236,1
U00156,NL,enterprise,organic,2024-08-31,123,6,1,10,0,29,161.49,0.15114930482087596,0
U00157,DE,free,organic,2024-03-27,280,2,3,5,1,-4,0.0,0.3143983929807458,0
U00158,DE,free,organic,2024-10-11,82,10,0,5,1,11,0.0,0.3402729160155708,0
U00159,DE,pro,organic,2024-03-07,300,10,4,1,1,56,57.56,0.1392936096213418,0
U00160,DE,free,organic,2024-06-19,196,3,4,1,1,8,0.0,0.3327378488168958,0
U00161,US,pro,organic,2024-02-15,321,3,1,2,1,32,39.04,0.18403009095009523,0
U00162,US,free,organic,2024-03-03,304,1,1,20,0,16,0.0,0.2515046986974836,0
U00163,FR,free,organic,2024-05-14,232,8,4,2,0,3,0.0,0.2586670302074044,0
U00164,IT,enterprise,ads,2024-10-11,82,15,1,5,0,33,149.29,0.13114388890641196,0
U00165,IT,pro,ads,2024-01-29,338,14,5,20,1,33,51.77,0.13371878400783968,0
U00166,TR,free,organic,2024-04-18,258,6,3,20,0,2,0.0,0.25974568698160105,0
U00167,DE,pro,referral,2024-02-14,322,3,4,3,0,13,57.15,0.1709159849012732,0
U00168,US,enterprise,referral,2024-12-06,26,2,1,4,0,31,253.06,0.16954706345579035,0
U00169,SE,free,ads,2024-10-13,80,6,1,5,0,6,0.0,0.33600383889207935,0
U00170,CH,free,organic,2024-11-27,35,2,2,3,0,-2,0.0,0.3962018616391246,0
U00171,FR,free,ads,2024-05-08,238,2,0,3,1,28,0.0,0.29326462019509153,0
U00172,TR,free,partner,2024-12-14,18,5,2,2,0,39,0.0,0.32850346148550597,1
U00173,DE,free,ads,2024-08-19,135,4,2,4,1,5,0.0,0.3606760007905074,0
U00174,TR,pro,organic,2024-07-09,176,12,4,2,1,46,59.4,0.1751513112893,0
U00175,IT,free,organic,2024-08-13,141,3,0,2,1,25,0.0,0.3368686228583673,1
U00176,DE,pro,referral,2024-10-10,83,11,6,2,0,36,39.3,0.20017215189125537,0
U00177,US,free,ads,2024-05-01,245,9,4,1,1,22,0.0,0.25787616430404975,1
U00178,NL,free,ads,2024-04-26,250,5,3,10,0,30,0.0,0.23695357565800243,1
U00179,IT,pro,organic,2024-08-21,133,7,1,10,0,3,52.19,0.22996284975701678,1
U00180,CH,free,organic,2024-09-16,107,4,3,5,1,12,0.0,0.36515442050118774,0
U00181,NL,free,ads,2024-12-25,7,2,1,20,0,-1,0.0,0.4095209152842704,1
U00182,FR,free,organic,2024-07-17,168,3,1,4,1,15,0.0,0.3370522542073979,0
U00183,US,pro,organic,2024-05-17,229,12,4,4,2,30,52.86,0.19934335835271735,0
U00184,IT,free,referral,2024-11-14,48,1,0,10,2,2,0.0,0.4719858471645494,0
U00185,NL,free,ads,2024-06-14,201,3,1,2,0,44,0.0,0.25172118251641173,1
U00186,DE,enterprise,ads,2024-08-13,141,22,0,3,1,55,201.8,0.09235917682432015,0
U00187,US,enterprise,referral,2024-11-03,59,6,1,5,1,17,227.96,0.186156012506094,0
U00188,DE,free,organic,2024-08-22,132,1,4,2,0,32,0.0,0.30797212649361844,0
U00189,US,free,referral,2024-06-21,194,3,3,2,0,15,0.0,0.28902765920994916,0
U00190,IT,pro,referral,2024-06-01,214,3,1,10,0,11,47.09,0.21232161938398905,0
U00191,CH,pro,ads,2024-11-11,51,6,0,20,0,53,45.55,0.2162498710456101,0
U00192,IT,free,ads,2024-06-09,206,3,0,3,1,15,0.0,0.3187014435691119,1
U00193,DE,free,ads,2024-04-06,270,3,0,2,1,42,0.0,0.2569236498653277,0
U00194,US,pro,referral,2024-08-21,133,4,1,3,2,19,41.42,0.2961998597820447,0
U00195,NL,enterprise,organic,2024-06-29,186,11,1,2,1,32,171.66,0.13282570308533348,0
U00196,SE,pro,ads,2024-04-23,253,15,3,10,1,27,53.04,0.15750288338924298,0
U00197,DE,free,ads,2024-11-14,48,9,2,20,1,39,0.0,0.32579720820607355,1
U00198,US,free,referral,2024-02-22,314,3,1,3,0,11,0.0,0.24248107858233736,0
U00199,US,pro,referral,2024-09-25,98,5,1,4,2,36,54.15,0.2801614407983572,0
U00200,IT,free,referral,2024-10-22,71,4,3,1,0,47,0.0,0.29926003686578806,0
U00201,DE,free,organic,2024-04-23,253,18,2,3,2,14,0.0,0.24701035424090953,0
U00202,US,free,organic,2024-04-11,265,2,1,1,1,28,0.0,0.2811510768726678,0
U00203,NL,free,ads,2024-04-23,253,8,1,4,1,-4,0.0,0.29105431889062355,0
U00204,US,free,ads,2024-03-22,285,2,1,2,1,-10,0.0,0.3198209713670017,0
U00205,CH,pro,ads,2024-07-06,179,14,4,10,1,16,61.45,0.19205810544878307,1
U00206,TR,pro,ads,2024-04-23,253,13,2,4,1,48,47.23,0.1499376695447058,0
U00207,DE,enterprise,organic,2024-01-03,364,2,4,20,1,21,197.99,0.1195680434098353,0
U00208,FR,pro,referral,2024-05-10,236,3,3,20,1,53,54.15,0.18874438176280606,1
U00209,US,free,ads,2024-08-08,146,9,2,2,1,-7,0.0,0.339381799867336,1
U00210,DE,free,referral,2024-02-24,312,5,2,3,2,21,0.0,0.2853631834065823,0
U00211,NL,free,ads,2024-12-09,23,11,1,2,1,18,0.0,0.3536427678298693,0
U00212,IT,free,organic,2024-08-12,142,1,0,3,1,-6,0.0,0.39248748529389327,0
U00213,SE,enterprise,organic,2024-08-13,141,4,1,3,3,33,176.68,0.22065886259902753,0
U00214,CH,free,organic,2024-05-06,240,5,6,5,1,11,0.0,0.29590596779564676,0
U00215,DE,free,ads,2024-05-10,236,0,3,20,0,5,0.0,0.300007893504007,0
U00216,CH,free,organic,2024-02-23,313,1,1,4,0,-7,0.0,0.2744164705040088,0
U00217,CH,free,referral,2024-06-21,194,4,2,10,1,29,0.0,0.3003259110138314,0
U00218,DE,pro,referral,2024-08-06,148,10,2,3,0,6,54.58,0.20604633414662424,0
U00219,TR,free,ads,2024-06-09,206,5,1,1,2,-2,0.0,0.3664021372101031,0
U00220,TR,free,referral,2024-07-17,168,7,2,3,0,7,0.0,0.28734120487546344,1
U00221,US,free,organic,2024-09-04,119,2,1,20,1,17,0.0,0.3652245253522019,0
U00222,DE,enterprise,partner,2024-11-20,42,9,2,2,1,52,142.96,0.17243101855086423,1
U00223,TR,free,organic,2024-07-22,163,0,2,2,2,4,0.0,0.4138852094426014,1
U00224,DE,free,partner,2024-07-03,182,2,1,1,0,-2,0.0,0.322237543520015,1
U00225,US,free,organic,2024-05-03,243,4,1,20,0,-1,0.0,0.2809386660656974,0
U00226,DE,free,referral,2024-09-12,111,2,0,3,0,18,0.0,0.3300649214814567,0
U00227,NL,free,ads,2024-10-21,72,3,1,2,0,-3,0.0,0.3717506337579629,0
U00228,US,pro,organic,2024-10-07,86,2,2,20,2,23,58.09,0.3181967385111157,1
U00229,TR,pro,organic,2024-11-21,41,12,5,10,1,16,38.43,0.2624802149426996,0
U00230,CH,pro,ads,2024-04-08,268,1,0,10,1,0,42.62,0.24389703930718995,0
U00231,DE,free,ads,2024-07-17,168,6,2,20,1,9,0.0,0.326212920707492,0
U00232,IT,free,partner,2024-08-28,126,1,2,10,0,16,0.0,0.33170885808624745,0
U00233,NL,free,organic,2024-05-24,222,3,4,20,0,23,0.0,0.267081432197478,0
U00234,NL,free,ads,2024-04-07,269,1,1,4,1,19,0.0,0.296248999300673,0
U00235,DE,free,organic,2024-07-20,165,9,3,2,0,6,0.0,0.27841029175445664,1
U00236,TR,free,ads,2024-05-04,242,2,2,2,4,10,0.0,0.4303684185326964,0
U00237,US,pro,organic,2024-07-06,179,17,2,4,0,28,37.03,0.15276823011759563,0
U00238,US,pro,organic,2024-11-22,40,3,4,3,1,43,53.8,0.27529451373939695,1
U00239,DE,pro,organic,2024-12-15,17,15,1,1,1,44,46.11,0.22300007150383439,0
U00240,IT,pro,referral,2024-09-16,107,1,2,5,0,53,55.8,0.21607246972151067,0
U00241,IT,free,ads,2024-05-28,218,3,5,2,1,14,0.0,0.3143097053332143,0
U00242,FR,free,referral,2024-09-09,114,8,0,3,0,33,0.0,0.27402860726612754,0
U00243,TR,free,partner,2024-12-12,20,1,2,4,0,13,0.0,0.3893280740785539,0
U00244,TR,free,ads,2024-05-27,219,2,3,3,0,16,0.0,0.2823967644820384,0
U00245,NL,free,referral,2024-05-28,218,1,0,10,0,7,0.0,0.2998294565284929,0
U00246,US,free,organic,2024-12-18,14,12,1,20,0,22,0.0,0.30953212453002155,0
U00247,NL,free,organic,2024-07-18,167,4,1,3,1,-8,0.0,0.3624911030152483,1
U00248,TR,pro,ads,2024-11-04,58,1,2,2,1,46,39.85,0.2805364759644737,0
U00249,DE,pro,organic,2024-05-08,238,4,0,2,1,33,45.47,0.20520191737614266,0
U00250,NL,free,partner,2024-02-09,327,4,1,4,2,22,0.0,0.2832115518887095,0
U00251,TR,free,ads,2024-12-04,28,2,1,1,1,18,0.0,0.4111273328985483,1
U00252,DE,free,ads,2024-12-26,6,1,6,4,2,34,0.0,0.44716812399796196,0
U00253,IT,pro,ads,2024-05-09,237,1,4,3,0,37,49.44,0.18765221981122282,0
U00254,DE,free,organic,2024-09-24,99,6,6,1,1,-2,0.0,0.3756317696816012,1
U00255,TR,pro,referral,2024-05-31,215,5,3,3,1,16,57.17,0.22224959077932208,0
U00256,NL,free,organic,2024-10-25,68,1,3,2,1,14,0.0,0.402592075047958,1
U00257,NL,free,ads,2024-04-09,267,2,1,1,2,2,0.0,0.34967320663364115,0
U00258,NL,free,organic,2024-09-20,103,21,6,20,1,-1,0.0,0.2794026888279658,0
U00259,DE,free,organic,2024-09-09,114,6,0,2,0,4,0.0,0.3222011919288533,0
U00260,CH,free,ads,2024-05-24,222,10,2,3,2,17,0.0,0.30190117946237843,0
U00261,DE,pro,organic,2024-12-12,20,9,5,4,0,47,43.43,0.2201972130188844,0
U00262,NL,free,ads,2024-04-22,254,6,1,4,1,33,0.0,0.2577191965968989,0
U00263,CH,free,referral,2024-03-01,306,7,3,3,2,24,0.0,0.27299798088927946,0
U00264,US,enterprise,organic,2024-01-03,364,3,4,2,1,35,243.0,0.10012391624073981,0
U00265,US,free,referral,2024-10-31,62,11,2,4,0,14,0.0,0.30338903780379706,1
U00266,CH,free,partner,2024-09-11,112,1,4,5,0,16,0.0,0.33854580468636897,1
U00267,IT,free,referral,2024-05-20,226,1,3,10,0,5,0.0,0.29866893103477943,0
U00268,SE,pro,ads,2024-02-07,329,3,2,4,0,36,51.04,0.15178370639245198,0
U00269,SE,pro,referral,2024-06-09,206,5,2,3,1,40,53.86,0.20254242724262897,0
U00270,IT,free,referral,2024-01-10,357,2,4,20,0,7,0.0,0.23485994750654335,0
U00271,TR,enterprise,referral,2024-08-21,133,2,2,2,1,0,244.13,0.1894742613926323,0
U00272,SE,pro,ads,2024-04-09,267,6,3,1,0,10,63.48,0.17686330677241235,0
U00273,DE,free,ads,2024-05-27,219,1,2,3,1,25,0.0,0.3118176582712391,1
U00274,CH,pro,partner,2024-10-31,62,5,0,1,1,9,38.57,0.30168179685488544,0
U00275,DE,free,ads,2024-07-27,158,6,3,1,2,20,0.0,0.3537080666042674,1
U00276,TR,pro,ads,2024-05-11,235,3,2,1,0,24,49.76,0.1915179292365228,0
U00277,DE,free,organic,2024-06-01,214,2,0,4,0,33,0.0,0.2643180329218613,0
U00278,CH,pro,referral,2024-02-24,312,8,2,4,1,32,44.83,0.16489402613902793,0
U00279,IT,free,organic,2024-04-30,246,2,2,2,1,-13,0.0,0.3427382703460659,0
U00280,TR,pro,referral,2024-06-10,205,7,2,3,0,29,59.56,0.17703329659606631,0
U00281,SE,free,ads,2024-04-26,250,8,1,3,1,15,0.0,0.2693951178623997,0
U00282,FR,pro,ads,2024-03-16,291,4,2,3,0,27,37.51,0.17001297804347779,0
U00283,FR,free,organic,2024-04-23,253,2,2,2,2,1,0.0,0.358060742446415,0
U00284,US,enterprise,organic,2024-04-14,262,4,3,10,4,45,227.84,0.177806570992847,0
U00285,DE,pro,organic,2024-12-06,26,12,2,2,0,26,60.05,0.21947885907210088,0
U00286,IT,free,ads,2024-09-11,112,3,2,2,0,26,0.0,0.312945382898106,1
U00287,NL,enterprise,ads,2024-08-15,139,8,4,4,1,38,172.78,0.1510424569904377,0
U00288,CH,free,ads,2024-04-22,254,1,3,20,0,18,0.0,0.270317125323623,0
U00289,DE,pro,organic,2024-04-09,267,20,3,2,1,25,46.61,0.13887212453840098,0
U00290,US,pro,organic,2024-06-02,213,5,1,3,0,24,60.51,0.18704218255052818,0
U00291,IT,free,ads,2024-12-15,17,6,0,3,0,22,0.0,0.34545643756343836,0
U00292,IT,enterprise,ads,2024-12-04,28,6,4,3,0,45,232.33,0.14800259044403624,0
U00293,SE,free,organic,2024-07-13,172,14,1,10,1,11,0.0,0.27437330762133755,0
U00294,NL,free,referral,2024-11-06,56,2,5,5,0,7,0.0,0.37253813257464374,1
U00295,CH,pro,organic,2024-06-12,203,7,1,2,0,40,34.74,0.1750561002539111,0
U00296,SE,pro,ads,2024-07-27,158,14,4,5,0,13,53.99,0.17873982226234877,1
U00297,US,free,organic,2024-06-18,197,1,2,1,1,12,0.0,0.33952401847669245,0
